,date_registered,username,name,gender,address,email,birthdate,residence,employer,job,age,salary,credit_card_provider,credit_card_number,credit_card_security_code,credit_card_expire
2013,-2292,st*****4,Elizabeth Davis,M,"894 100 Rd, 100-1643",da****3@hotmail.com,54652,"San Antonio, PA",DKXTWV,FLVVVY,"(41,60)","(75,000,250000)",WFTMDV,18************9,###6,RVUNKZ
2518,-2293,jp****l,John Wilson,F,"953 62 Ln, 100-9895",to**********h@hotmail.com,50336,"Phoenix, FL",WFOPSJ,SYMTYT,"(26,40)","(75,000,250000)",GUYUNS,49****************9,###7,IRLFBW
3199,-2294,me************n,David Allen,F,"406 6 St, 800-5758",st********e@hotmail.com,59220,"Philadelphia, OH",YEWDWE,HVPFUH,"(41,60)","(75,000,250000)",RCMTBS,49*************4,###4,TULUWQ
3761,-2295,hu*******t,John Williams,M,"421 50 Ave, 500-5561",mr**n@yahoo.com,63292,"Houston, CA",UGFEOG,WFLWRE,"(26,40)","(25000,50000)",GUYUNS,49**********3,##4,TBRLXQ
4133,-2296,ng*******a,Daniel King,M,"168 93 St, 100-6241",cl********a@gmail.com,68461,"New York, NC",LKDCRB,LLSRIV,"(26,40)","(75,000,250000)",KVRJWO,18************5,###3,GOJBYA
4594,-2297,hu*******s,Jennifer Allen,F,"592 31 Rd, 600-7065",jr******n@hotmail.com,89470,"San Diego, PA",SSLYCC,MMCFGT,"(60,65)","(75,000,250000)",GUYUNS,34************9,###4,GLRPDO
6798,-2298,li*********n,Joseph King,F,"189 16  Blvd, 700-8877",mi*********e@hotmail.com,53916,"Chicago, FL",ELBTTR,KJWUOD,"(19,25)","(75,000,250000)",RCMTBS,48*************5,###7,ZMWHIL
7097,-2299,ri***************n,Robert Lewis,M,"837 96 Ln, 400-9153",nc****e@hotmail.com,65975,"Houston, PA",VKBLFU,GTLGHJ,"(41,60)","(75,000,250000)",GUYUNS,24*************3,###1,UKXNKX
8819,-2300,sa*****z,Sarah Garcia,F,"656 45 Ln, 700-7532",ma**********a@hotmail.com,83748,"Chicago, FL",YVGQBR,VUVRWD,"(41,60)","(75,000,250000)",UEJEZN,35*************9,###4,KSMTZY
9352,-2301,an*****7,John Wilson,F,"898 64 St, 600-3911",fo****h@gmail.com,52111,"Houston, NC",KPICPW,XIMBPE,"(41,60)","(75,000,250000)",MAOKIJ,40*************2,###2,VKCRSK
2804,-2303,da****7,William Lewis,F,"274 85 Ave, 100-3390",ma**********r@hotmail.com,64705,"San Diego, OH",VAMWOP,CMMYQG,"(41,60)","(75,000,250000)",RCMTBS,45****************3,###1,KIKBWB
2828,-2304,do******8,Jennifer Rodriguez,F,"126 49 St, 600-1888",zp******n@gmail.com,64804,"San Diego, VA",UNRWDD,FMBIHA,"(41,60)","(25000,50000)",MAOKIJ,41*************8,###1,FLGNYQ
3853,-2305,ro**************r,Robert Moore,M,"677 79  Blvd, 700-2936",an*****9@hotmail.com,67196,"Chicago, NY",IFXPWE,CRXEOH,"(26,40)","(75,000,250000)",GUYUNS,35*************9,###0,DPEAAE
4239,-2306,ma************s,William Davis,M,"479 5 Ln, 800-6092",sa*******2@gmail.com,52042,"San Jose, NC",WEOHLW,BYRNTB,"(19,25)","(75,000,250000)",WFTMDV,18************7,###6,TULUWQ
4274,-2307,cy*********s,Jennifer Moore,M,"492 3 Ave, 500-8837",pr****a@hotmail.com,55079,"Los Angeles, TX",KEBIFT,HQNOPN,"(60,65)","(75,000,250000)",KVRJWO,42**********7,###6,BGLPAQ
4574,-2308,ch*********n,Andrew Clark,M,"667 9 Ave, 800-5158",lp*******n@gmail.com,65643,"New York, NY",CWEOAY,DYPJMP,"(26,40)","(75,000,250000)",KCUOPI,49****************8,###4,HCGPDP
7603,-2309,no*******n,Robert Jones,F,"109 85 St, 100-1139",vs*****n@hotmail.com,74288,"Phoenix, TX",MNPTWQ,PMSSNK,"(60,65)","(75,000,250000)",YMXPWJ,24*************2,###4,QZMSQJ
7614,-2310,me******0,Jessica Clark,F,"943 87 St, 800-2528",au*********r@gmail.com,73398,"Chicago, NY",KCUPKY,OYYEKI,"(41,60)","(50000,75000)",RCMTBS,60********7,###3,MMFSXS
8721,-2311,qv***e,Andrew Jones,M,"597 18 Ln, 500-1927",mi***********a@hotmail.com,74437,"Los Angeles, NY",RPWHFO,UQEZQQ,"(41,60)","(75,000,250000)",RCMTBS,48*************0,###8,VZYSJH
9951,-2312,le***s,David Davis,F,"280 17 Ave, 400-1228",ca**********l@hotmail.com,64685,"Los Angeles, VA",IZGNGP,NNQEXL,"(41,60)","(75,000,250000)",RCMTBS,35*************8,###6,CWDTUC
1141,-2314,ja****6,John Lewis,M,"315 71  Blvd, 500-7494",mo*************r@yahoo.com,87357,"New York, GA",FUFTVR,YXVZDQ,"(60,65)","(75,000,250000)",MAOKIJ,41**********5,#0,VRHVMH
3902,-2315,an******8,Elizabeth Rodriguez,F,"623 32 Ave, 300-8948",sm*********a@yahoo.com,63108,"New York, TX",QGMZVT,TRSIJT,"(60,65)","(75,000,250000)",MFZRLP,22*************7,###3,MELDTU
4156,-2316,lu****4,Brian Lewis,M,"792 28 Ave, 800-9498",pc****z@gmail.com,78536,"New York, IL",JUBYLK,VODJIM,"(41,60)","(75,000,250000)",MFZRLP,30***********2,###0,LHOCDI
5317,-2317,ch*****e,Amanda Lewis,M,"567 62  Blvd, 600-5681",da*******n@gmail.com,72293,"New York, NC",HOSQWM,XQQSZU,"(41,60)","(75,000,250000)",KCUOPI,27*************1,###2,VNSZTG
6092,-2318,cl***********s,Jane Walker,F,"652 58  Blvd, 100-7975",ja***9@yahoo.com,86031,"Philadelphia, CA",XGKXDV,LLPQPH,"(41,60)","(75,000,250000)",KVRJWO,63*********7,###6,ZFIBMQ
9143,-2319,uw*****s,Jessica Wilson,M,"982 90  Blvd, 600-2398",gr******e@gmail.com,62249,"New York, FL",ZSWLKB,GPTGDG,"(41,60)","(75,000,250000)",KCUOPI,50*********7,###8,UKXNKX
9884,-2320,na********6,Sarah Miller,F,"474 30  Blvd, 900-8621",ry***2@yahoo.com,86455,"Chicago, TX",TRDHHY,VWGTBN,"(26,40)","(75,000,250000)",RCMTBS,35*************4,###5,UVJQTY
9996,-2321,bm******z,Joseph Rodriguez,F,"981 49 Rd, 500-5011",re***********z@gmail.com,61282,"Philadelphia, IL",GEATGK,PSSJXU,"(26,40)","(25000,50000)",KVRJWO,46*************1,###7,CXMQCB
150,-2323,vw*****r,William Clark,M,"126 68  Blvd, 700-6031",vi******8@yahoo.com,54354,"San Diego, NC",PDFFEH,GUEFLP,"(41,60)","(75,000,250000)",KCUOPI,60*************5,###4,ZMWHIL
1512,-2324,ca**********o,Jessica Lewis,F,"105 75 Ave, 700-3226",hj***s@hotmail.com,84099,"San Jose, FL",YBNSOT,HIJGLB,"(60,65)","(50000,75000)",KCUOPI,35*************2,###5,JWLPXS
2544,-2325,pr**********e,Joseph Lewis,F,"407 22 Ln, 200-4964",qd***e@gmail.com,58892,"New York, FL",KIKNOV,RKDDWV,"(41,60)","(50000,75000)",YMXPWJ,35*************1,###9,DRCLYB
4261,-2326,bo**********n,David Miller,F,"275 19 St, 100-5620",st*********t@gmail.com,54128,"Chicago, FL",JHNDKR,FWKBFO,"(26,40)","(25000,50000)",RCMTBS,35*************4,###4,WIKHTN
5122,-2327,wl*****d,Ashley Wilson,F,"809 20 Ave, 700-7432",sn******n@hotmail.com,74257,"Phoenix, NC",QEKYNO,GMZXVD,"(26,40)","(75,000,250000)",KCUOPI,35*************9,###3,GUTIBM
5136,-2328,yl***s,Sarah Clark,M,"938 57  Blvd, 200-2702",te****9@hotmail.com,55274,"San Diego, VA",XJDZDI,DEKJJE,"(41,60)","(75,000,250000)",KCUOPI,35*************2,###7,BLLJPW
5846,-2329,de*********a,William Miller,M,"581 18 Ln, 400-5418",pa**********w@gmail.com,57954,"Los Angeles, VA",OXLTZN,ZEYGFG,"(41,60)","(75,000,250000)",BWTPEW,42*************0,###8,TCTVLC
9998,-2330,jo********s,Daniel Jones,M,"230 89  Blvd, 800-1173",wr**d@gmail.com,68734,"San Antonio, GA",XXORMK,GBCSXQ,"(41,60)","(75,000,250000)",MFZRLP,35*************8,##2,PPZTTX
290,-2332,ma*********h,Elizabeth Hernandez,M,"234 57 St, 600-8820",wi*********e@yahoo.com,87691,"San Diego, OH",SDRKZV,IEMILK,"(60,65)","(75,000,250000)",UEJEZN,34************4,###1,GTVACX
1641,-2333,ha*******s,Andrew Smith,M,"923 80  Blvd, 400-2994",qs*****s@yahoo.com,76822,"Phoenix, NY",ROJMGE,DLXJAP,"(26,40)","(75,000,250000)",KVRJWO,27*************9,###3,SZWKRE
3441,-2334,sa************y,Mary Smith,M,"137 30 Ln, 200-4402",th*********c@yahoo.com,82993,"Chicago, FL",FNOXME,IDZVPH,"(60,65)","(0,25000)",MAOKIJ,65*************1,###2,FOFKCQ
3846,-2335,mi*********s,Ashley Miller,M,"208 64 St, 100-8163",fi**************n@gmail.com,51292,"Philadelphia, TX",YRGBJY,LCHUTQ,"(26,40)","(25000,50000)",GUYUNS,35*************3,###9,WNWYLX
7031,-2336,ad*******7,Mary Lewis,F,"297 48 Rd, 600-3408",fd****e@gmail.com,82172,"San Diego, NC",TWBWYV,URMOST,"(0,18)","(75,000,250000)",YMXPWJ,34************5,###8,YYRDUZ
9107,-2337,jw**b,Emily Brown,M,"585 79 Ave, 800-1898",ch***************z@gmail.com,86109,"Dallas, NC",ZMPQKK,VRUVSE,"(26,40)","(75,000,250000)",BWTPEW,30***********9,###3,YYRDUZ
707,-2339,ek**k,Sarah Williams,F,"933 67 Rd, 300-5985",ma************z@hotmail.com,74136,"San Antonio, PA",NRQTTF,TPWYPI,"(41,60)","(75,000,250000)",GUYUNS,30***********7,###0,GUTIBM
1247,-2340,xy***g,Kevin Johnson,F,"448 90  Blvd, 100-4042",fr*******k@hotmail.com,86697,"Houston, OH",XTHQWG,XRLEUV,"(60,65)","(50000,75000)",MFZRLP,22*************9,###7,UVJQTY
1519,-2341,os*******y,Andrew Walker,M,"736 47 St, 200-6282",re******5@gmail.com,88136,"San Diego, PA",ZKALDY,SOXDWS,"(26,40)","(75,000,250000)",RCMTBS,34************5,###3,WRDVMN
3664,-2342,mi************s,Sarah Hernandez,F,"414 33  Blvd, 300-9986",li**********a@gmail.com,49942,"Los Angeles, TX",TRBYZZ,KLMMQF,"(26,40)","(25000,50000)",MFZRLP,35*************3,###5,SIGVZV
3681,-2343,sb***r,Lisa Davis,M,"280 60 St, 600-2395",wo******k@gmail.com,56888,"Chicago, VA",SGKHAH,KLYHGF,"(60,65)","(75,000,250000)",BWTPEW,36***********5,###2,DPEAAE
5369,-2344,bu********l,John Moore,M,"563 95 Ave, 600-1642",ol**e@hotmail.com,57335,"Chicago, CA",MEMDCG,GMZXVD,"(19,25)","(25000,50000)",KCUOPI,21************7,###0,QPLMPL
5445,-2345,la****7,Jessica Allen,F,"977 15 Rd, 300-1764",lo***6@hotmail.com,58935,"Chicago, TX",HTLHEU,YVTVFQ,"(26,40)","(75,000,250000)",BWTPEW,46*************1,###3,UVCWON
5526,-2346,ke********s,Brian Brown,F,"477 2 St, 700-3486",br*******6@hotmail.com,61786,"San Antonio, PA",HXVWUC,GVYQFY,"(26,40)","(75,000,250000)",RCMTBS,65*************7,###2,EFYWNJ
9082,-2347,dj***s,Ashley Wilson,F,"926 69 Rd, 500-8918",gp***z@gmail.com,50958,"Philadelphia, NC",CYUQOA,IHROFE,"(41,60)","(75,000,250000)",KVRJWO,60*************6,###7,UVJQTY
9318,-2348,no*********e,Mary Williams,F,"456 62  Blvd, 300-9629",uw***e@yahoo.com,76726,"San Antonio, CA",RQPNVY,LCSESG,"(19,25)","(75,000,250000)",GUYUNS,60*************0,###7,FHLAJR
645,-2350,da********e,Jessica Brown,M,"929 79 Ave, 300-4921",li******3@gmail.com,54454,"Houston, IL",SNDVVD,DGHGYN,"(41,60)","(75,000,250000)",UEJEZN,35*************6,##3,BQEZAT
2200,-2351,as**********s,Michael Hernandez,M,"874 47  Blvd, 200-8685",rn****n@hotmail.com,52392,"Philadelphia, OH",VTOALI,QVLVQI,"(19,25)","(75,000,250000)",KCUOPI,35*************8,##9,CWDTUC
2580,-2352,ke*****6,Sarah Williams,M,"343 94  Blvd, 400-7487",ad******e@hotmail.com,90524,"Phoenix, NC",LXLYWJ,OHIHVH,"(41,60)","(75,000,250000)",KCUOPI,42*************2,###6,YYRDUZ
5308,-2353,up***s,Andrew Smith,M,"155 55 St, 100-1491",fo**********l@yahoo.com,74931,"New York, GA",PXPOMT,FDODTQ,"(26,40)","(75,000,250000)",YMXPWJ,55*************1,###9,YVFFHF
5736,-2354,mo*********n,Jessica Young,F,"710 81 Ave, 100-7080",rr**e@gmail.com,56031,"Dallas, NC",MEHFUI,KISBDZ,"(26,40)","(75,000,250000)",RCMTBS,60*************7,###9,QJQAQV
6819,-2355,li***7,Sarah Hernandez,M,"255 27 St, 800-3274",jo*******n@yahoo.com,68262,"New York, OH",TQLMMQ,DGWVVM,"(26,40)","(75,000,250000)",YMXPWJ,42**********0,###9,GKYGYB
7290,-2356,ry********r,Emily Walker,F,"297 86 St, 600-5930",je**********a@gmail.com,67990,"San Jose, GA",SYSNKD,SIPWPD,"(26,40)","(0,25000)",RCMTBS,49****************7,##3,VFRPKC
8634,-2357,da*************m,Mary Lewis,F,"543 66  Blvd, 100-2253",je***********r@gmail.com,54282,"Dallas, VA",WGXKRV,KOMBOH,"(41,60)","(50000,75000)",MAOKIJ,35*************4,###4,CWDTUC
224,-2359,ka*********n,Lisa Rodriguez,F,"334 49 St, 800-1374",ry***8@gmail.com,79142,"Los Angeles, PA",FCBMNM,XTEQCJ,"(41,60)","(75,000,250000)",UEJEZN,40*************8,##1,RPPVSL
281,-2360,je*******1,Ashley Hernandez,F,"939 76 Ln, 100-5687",wle@hotmail.com,90286,"Los Angeles, FL",QOLZHH,KMXEJM,"(19,25)","(75,000,250000)",MFZRLP,35*************3,###4,IJPJPB
563,-2361,st********k,Kevin Jones,F,"634 16 St, 700-8951",um*****a@hotmail.com,56999,"Philadelphia, NY",DVBAYE,VGVNGW,"(41,60)","(75,000,250000)",BWTPEW,18************8,####8,DKBYWT
1007,-2362,as********e,Brian Clark,F,"883 71 St, 300-5637",rb***r@hotmail.com,81249,"New York, PA",OQEXRP,GLEMLL,"(26,40)","(75,000,250000)",MFZRLP,60*************0,###2,GTVACX
1146,-2363,sc********y,Kevin Clark,F,"910 59 Ln, 400-9024",jo*******3@gmail.com,74700,"Philadelphia, PA",MRYRLF,FEJEMC,"(60,65)","(75,000,250000)",BWTPEW,65*************4,###7,MRYEWE
1862,-2364,uc***e,Lisa Garcia,M,"172 99 St, 100-1414",jo***6@gmail.com,64673,"Philadelphia, VA",BTJFKD,CUINEJ,"(0,18)","(75,000,250000)",KCUOPI,49*************2,###8,VSJSID
5293,-2365,jo*******n,David Miller,M,"726 1 Ln, 700-2384",vm****n@hotmail.com,52751,"San Jose, GA",FXCIEL,NQSNSM,"(26,40)","(75,000,250000)",RCMTBS,56*********7,###1,SYUICW
6956,-2366,ma****y,Kevin Davis,F,"787 47  Blvd, 100-3559",ca********s@hotmail.com,51203,"San Jose, NY",IISKCP,ACSINT,"(26,40)","(75,000,250000)",BWTPEW,36***********4,###6,DPTEWM
8134,-2367,xy**k,John Miller,M,"806 46 Ln, 700-3544",gu******n@gmail.com,83429,"San Diego, PA",FDNOKG,RPHFXQ,"(19,25)","(75,000,250000)",MAOKIJ,22*************0,###1,OLTOLK
4,-2369,ti***********n,Lisa Brown,F,"317 87 Rd, 500-1792",jo*****t@hotmail.com,79188,"Los Angeles, NY",LTXIOF,WFCCJG,"(41,60)","(75,000,250000)",GUYUNS,21************7,##2,QZMSQJ
1973,-2370,sa*****8,Andrew Davis,M,"945 92 Ave, 500-2763",na**********r@hotmail.com,51352,"San Diego, CA",ASBEHJ,MYVIJG,"(19,25)","(75,000,250000)",MFZRLP,49**********9,###0,UBXXEO
2697,-2371,fw****n,Robert Clark,F,"303 70 Ln, 500-7097",tj***s@yahoo.com,80398,"San Jose, GA",YBMSAY,DVKPBF,"(26,40)","(75,000,250000)",KVRJWO,43**********1,###2,VZSOJC
2773,-2372,us***h,Ashley Lewis,F,"204 88 Ave, 900-4573",sa*********y@gmail.com,76491,"Los Angeles, PA",UYYFUR,UJWUNI,"(41,60)","(25000,50000)",KVRJWO,49*************6,###9,SIGVZV
3004,-2373,ch*********h,Michael Allen,M,"156 82 St, 300-8664",je*******5@gmail.com,90316,"New York, VA",SNCOXT,ZQKDEY,"(26,40)","(75,000,250000)",UEJEZN,43*************9,###1,DKBYWT
4618,-2374,ke********o,Lisa King,M,"642 80 Ln, 500-5858",da**********a@gmail.com,81113,"Los Angeles, VA",KIWJRN,SVSEPO,"(26,40)","(75,000,250000)",KCUOPI,44*************6,###3,GKYGYB
5658,-2375,ta*********n,David Williams,M,"316 74 Ln, 500-7111",st*********n@yahoo.com,64423,"San Antonio, FL",XDTKDQ,VKJZQD,"(41,60)","(75,000,250000)",MAOKIJ,35*************6,##1,DCTOBI
7027,-2376,xs***e,Jane Smith,M,"548 19 St, 700-4038",ru****2@hotmail.com,64158,"San Antonio, OH",SIYDCJ,AZUQVK,"(41,60)","(75,000,250000)",MAOKIJ,65*************0,###8,GDEGSO
8413,-2377,br**********z,William Garcia,F,"300 13 Rd, 700-2647",cr*******y@gmail.com,72224,"Philadelphia, PA",VTYZLT,MGWFDB,"(26,40)","(75,000,250000)",UEJEZN,30***********4,###6,MELDTU
9222,-2378,ew*******n,Mary Moore,M,"577 89  Blvd, 800-4612",fr***********n@gmail.com,89364,"San Diego, FL",YVBMSD,NKCFPO,"(41,60)","(75,000,250000)",KCUOPI,40**********7,###0,RXSLTY
1127,-2380,je*******i,Sarah Davis,M,"507 59 Ln, 500-1863",to*******a@yahoo.com,60654,"Philadelphia, PA",EELPMW,KHVHCF,"(26,40)","(75,000,250000)",GUYUNS,47*************4,###0,EFYWNJ
2136,-2381,sc****7,Michael Brown,M,"231 71  Blvd, 500-6256",pt****s@yahoo.com,81063,"San Jose, TX",LTJMNY,QSHGLN,"(41,60)","(75,000,250000)",RCMTBS,18************2,###0,JBAETQ
2284,-2382,ro*****8,Robert Brown,M,"832 47 Ln, 200-4682",mi**********r@hotmail.com,67219,"Dallas, CA",LFKFCT,GIFSTF,"(41,60)","(75,000,250000)",BWTPEW,21************9,##2,XTTCMN
3209,-2383,br******2,Michael Davis,M,"205 68  Blvd, 900-5326",po********l@gmail.com,77448,"Dallas, OH",QFIRQV,FENDZD,"(41,60)","(25000,50000)",YMXPWJ,41*************1,###8,YWAPWM
3377,-2384,he**********n,Andrew Miller,M,"474 84 Ave, 300-5472",br*****9@yahoo.com,75972,"New York, VA",YQPYHU,IGSVGU,"(26,40)","(75,000,250000)",MAOKIJ,47****************3,###8,PHSPXU
5517,-2385,pa***3,Kevin Clark,F,"450 86 Ave, 800-1573",mi************s@yahoo.com,89798,"San Antonio, TX",MSKBYD,VWATIE,"(41,60)","(25000,50000)",GUYUNS,35*************1,###1,KMKNOB
6404,-2386,ki******9,Amanda Walker,F,"292 72  Blvd, 200-7173",lm***e@yahoo.com,80295,"New York, NY",YMNLWB,URMOST,"(0,18)","(75,000,250000)",WFTMDV,35*************1,##3,KSMTZY
7314,-2387,co***********n,Robert Johnson,M,"666 59  Blvd, 600-3724",ke****1@gmail.com,70768,"Phoenix, FL",VLCZPW,YGZSLY,"(19,25)","(75,000,250000)",BWTPEW,48****************7,###3,GDEGSO
7426,-2388,ms**w,Sarah Allen,M,"113 52 Ln, 400-8607",dr****o@hotmail.com,49393,"Philadelphia, FL",GHCZHN,NKBOZI,"(26,40)","(50000,75000)",MFZRLP,21************5,###2,HCGPDP
28,-2390,ma***********r,William Johnson,M,"517 24 St, 700-7016",li*******r@gmail.com,59112,"San Antonio, FL",IYTDCR,XCLVGX,"(60,65)","(25000,50000)",KCUOPI,45****************2,###8,FOFKCQ
682,-2391,br********y,John Brown,F,"872 97 Ln, 100-3175",cm*****e@yahoo.com,60766,"Houston, IL",ZDXVKD,TKPOGX,"(41,60)","(25000,50000)",GUYUNS,65*************3,###6,RVUNKZ
3570,-2392,br**********l,Brian Wilson,M,"732 83  Blvd, 800-9741",jw********n@hotmail.com,66680,"New York, PA",MIMAEN,VBRVKQ,"(26,40)","(50000,75000)",BWTPEW,43****************2,#0,VSJSID
3915,-2393,er********e,David Brown,M,"705 22 Rd, 700-3962",aa******n@yahoo.com,78295,"Houston, IL",VPIBJU,WUFIIL,"(19,25)","(75,000,250000)",GUYUNS,35*************9,###4,MELDTU
5788,-2394,qw******s,Kevin Jones,M,"716 33 Ave, 300-9104",ma************l@gmail.com,63981,"San Diego, CA",BENUGD,YNSEOW,"(19,25)","(75,000,250000)",GUYUNS,49****************9,###0,ONXWXR
5876,-2395,lo*******e,Brian King,M,"321 88 Ln, 600-6884",sa******9@gmail.com,59921,"Houston, NY",GPOCGD,QNDBDP,"(41,60)","(50000,75000)",KVRJWO,51*************5,###6,UVCWON
6318,-2396,jo*********l,Robert Garcia,M,"209 77 St, 300-2339",ca********y@gmail.com,63082,"Houston, NY",IWUFAP,XEXNYT,"(41,60)","(75,000,250000)",RCMTBS,35*************1,###2,UVJQTY
8534,-2397,sh*******e,Jane Williams,F,"399 15 Rd, 300-5685",zm*****o@yahoo.com,54551,"Dallas, IL",SPVGYV,YYKKDK,"(26,40)","(75,000,250000)",GUYUNS,21************7,##8,CNXCCV
9038,-2398,da*******9,Sarah Brown,M,"945 54 Ln, 200-1590",an********n@yahoo.com,66943,"Phoenix, GA",GWGFXL,PMQDLY,"(26,40)","(75,000,250000)",MAOKIJ,30***********5,###1,WIKHTN
1819,-2400,hc***s,Emily King,M,"167 39 Ave, 200-4755",ch***************r@yahoo.com,85792,"Philadelphia, PA",RLMLMH,JFSBUX,"(19,25)","(75,000,250000)",RCMTBS,21************0,###0,YCKNYU
2031,-2401,of***n,Robert Williams,F,"880 14 Ln, 600-7242",gc****r@gmail.com,72963,"Phoenix, GA",LUIJVT,ILTRLW,"(41,60)","(75,000,250000)",BWTPEW,49**********2,####7,FLGNYQ
3863,-2402,go************r,John Miller,M,"877 87 St, 100-8807",ma*******e@yahoo.com,89364,"Philadelphia, CA",MVCAKY,KKEREL,"(19,25)","(75,000,250000)",BWTPEW,30***********7,###1,XTTCMN
4585,-2403,an*****y,Joseph Miller,M,"321 23 Ln, 100-5637",ha*********r@hotmail.com,77453,"San Antonio, NC",VSDWRD,DTVQRV,"(26,40)","(75,000,250000)",GUYUNS,34************8,###4,GSDNFC
5217,-2404,wo*********w,Lisa Williams,F,"209 75  Blvd, 500-7457",rw****n@yahoo.com,57384,"Dallas, VA",HNUDUM,NHQVZE,"(26,40)","(25000,50000)",YMXPWJ,30***********7,####3,EKPPNK
5998,-2405,ke****1,Brian Miller,M,"403 42 Ln, 700-1658",kw*****s@yahoo.com,49521,"New York, TX",ICPVLK,JFSBUX,"(19,25)","(75,000,250000)",GUYUNS,60*************3,###2,WJIMWW
6287,-2406,de******3,William Rodriguez,M,"666 85 Ln, 200-4957",fl**********d@hotmail.com,75868,"San Jose, NC",TTUGIM,TOODOL,"(26,40)","(75,000,250000)",MFZRLP,47****************3,###9,ZFIBMQ
6351,-2407,ph***********t,William Clark,M,"895 45 Ln, 200-2253",jk****y@hotmail.com,78410,"New York, PA",SZJQEJ,QNHHFX,"(41,60)","(25000,50000)",KCUOPI,48****************3,###4,JKOMSC
6585,-2408,gr**********a,David Walker,F,"257 28 Rd, 200-9526",ph**********e@hotmail.com,58360,"Philadelphia, FL",MLHNMJ,NNQEXL,"(41,60)","(0,25000)",MAOKIJ,35*************7,###7,PHSPXU
7641,-2409,ro***********t,Daniel Clark,F,"308 45 Rd, 600-8887",sp**********r@yahoo.com,53944,"Chicago, TX",JGERXW,IIQKWM,"(26,40)","(75,000,250000)",GUYUNS,50*********7,###9,TULUWQ
8615,-2410,ch**********a,Michael Walker,M,"526 92 Ln, 600-2651",ss*****z@gmail.com,75704,"Los Angeles, CA",NSDIYN,GCIARF,"(60,65)","(75,000,250000)",GUYUNS,35*************3,###8,GSDNFC
8793,-2411,me*******e,Amanda Young,F,"235 91 Rd, 200-5885",je********t@yahoo.com,57889,"Los Angeles, FL",NLERIP,GRSUGK,"(41,60)","(75,000,250000)",KVRJWO,35*************6,###1,ZFIBMQ
8895,-2412,eh**l,Joseph Garcia,M,"282 7 Ave, 400-6237",an*********n@hotmail.com,49136,"San Diego, IL",WICSWD,SNXKTG,"(41,60)","(75,000,250000)",RCMTBS,40*************5,####4,QZMSQJ
9529,-2413,st*****9,Ashley Allen,M,"134 34 Rd, 300-8382",al******0@hotmail.com,82384,"San Diego, TX",DZLWJI,HYVPGZ,"(41,60)","(0,25000)",GUYUNS,35*************0,####5,FOFKCQ
1052,-2415,xs*****s,Daniel Walker,M,"355 13 Ln, 300-6683",sh********n@yahoo.com,57020,"New York, CA",EUSNSH,NHQJDN,"(26,40)","(25000,50000)",GUYUNS,67*********2,###7,VFXRBS
1961,-2416,ca*********h,William Miller,M,"483 2 Ave, 300-7674",gr******n@yahoo.com,69974,"Dallas, NC",JYASDX,UJWUNI,"(26,40)","(75,000,250000)",WFTMDV,60*************4,##6,FLGNYQ
3709,-2417,ga*********d,William Walker,F,"913 1 Ln, 300-4121",je******8@hotmail.com,56018,"Los Angeles, NC",EVXPZK,YDTYXP,"(41,60)","(50000,75000)",UEJEZN,45*************3,###9,PNTUOK
4340,-2418,he*******s,Joseph Wilson,M,"311 96 Rd, 500-5466",jo***8@gmail.com,78395,"San Diego, VA",SGRRSW,IHROFE,"(41,60)","(75,000,250000)",GUYUNS,44**********1,###1,CXMQCB
4782,-2419,wa****9,Jane Rodriguez,M,"511 3 Rd, 200-9933",zc****y@hotmail.com,82900,"New York, CA",UXLCUK,XIMBPE,"(41,60)","(50000,75000)",UEJEZN,60*************6,###0,UPECFD
5264,-2420,jo******n,Elizabeth Young,F,"310 1 Rd, 600-5182",th*******k@yahoo.com,57731,"San Antonio, IL",LQLRZS,WFLWRE,"(26,40)","(75,000,250000)",UEJEZN,35*************0,###9,VGWJGS
7499,-2421,ma****y,Mary Wilson,M,"289 76 Rd, 100-7211",sc**********s@yahoo.com,59956,"Houston, FL",PIFIVY,WHWYIT,"(26,40)","(0,25000)",RCMTBS,25*************6,###1,VSJSID
8798,-2422,xr***s,Joseph Miller,M,"169 100  Blvd, 500-1392",br****4@yahoo.com,64432,"San Antonio, IL",UECBYH,WQOQMG,"(60,65)","(75,000,250000)",GUYUNS,35*************8,###0,XNCTNG
620,-2424,st**********a,Robert Davis,F,"371 36 St, 700-4424",jo*****8@yahoo.com,73528,"San Diego, GA",YRKDZS,WBFJPC,"(26,40)","(75,000,250000)",GUYUNS,22*************7,###1,TULUWQ
1212,-2425,dw*****6,John Miller,F,"636 59 Rd, 600-7098",tr***5@gmail.com,59442,"San Diego, OH",BOUNAZ,EKSLXQ,"(26,40)","(75,000,250000)",UEJEZN,35*************4,###1,IGOZFL
2234,-2426,lm***e,Daniel Smith,F,"491 76  Blvd, 700-9511",ca********n@gmail.com,76876,"Houston, NY",ZSVNPM,MMCFGT,"(26,40)","(50000,75000)",BWTPEW,27*************6,###6,VFHYHU
2917,-2427,ci****0,Jane Johnson,M,"914 99 Rd, 900-9333",kr*******h@yahoo.com,62016,"Philadelphia, NY",NSQGEE,EWLLCF,"(41,60)","(75,000,250000)",WFTMDV,37************7,#7,CNXCCV
3465,-2428,ba********n,Brian Young,F,"226 52 Ln, 700-7020",po**********e@hotmail.com,84373,"Los Angeles, NC",VRWXPE,HIRYDH,"(41,60)","(75,000,250000)",BWTPEW,22*************1,###6,FFPPWV
